City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,banff,51.1762,-115.5698,50.11,67,20,8.46,CA,1712085013
290,walvis bay,-22.9575,14.5053,59.09,82,4,3.94,NA,1712085014
291,el calafate,-50.3408,-72.2768,43.81,69,88,4.45,AR,1712085015
292,puntarenas,9.9763,-84.8384,91.38,34,8,8.59,CR,1712085016
293,barra de santo antonio,-9.4047,-35.5072,85.28,71,94,8.59,BR,1712085017
294,gurupi,-11.7292,-49.0686,87.17,63,100,3.04,BR,1712084976
295,richfield,44.8833,-93.283,40.35,84,100,13.8,US,1712085019
296,puerto aysen,-45.4,-72.7,42.58,100,100,4.43,CL,1712084789
297,salinopolis,-0.6136,-47.3561,83.79,76,98,9.89,BR,1712084785
298,bambanglipuro,-7.95,110.2833,78.19,92,99,5.53,ID,1712085021
299,catemaco,18.4167,-95.1167,97.41,34,6,12.53,MX,1712085022
300,taro,-8.3862,115.28,77.0,95,76,0.25,ID,1712085023
301,kati,12.7441,-8.0726,105.21,13,84,6.13,ML,1712085023
302,hithadhoo,-0.6,73.0833,83.1,77,100,7.58,MV,1712085024
303,sanghar,26.0466,68.9481,79.81,45,100,14.47,PK,1712084897
304,ulaangom,49.9811,92.0667,21.9,91,95,2.8,MN,1712085026
305,jindabyne,-36.4167,148.6333,43.61,95,7,3.04,AU,1712085028
306,juan de ayolas,-27.4,-56.9,92.32,43,15,3.71,PY,1712084824
307,seven pagodas,12.6264,80.1722,84.25,83,66,8.97,IN,1712085030
308,kailua-kona,19.6406,-155.9956,79.29,76,40,5.75,US,1712084745
309,ishigaki,24.3448,124.1572,76.91,88,99,22.26,JP,1712084905
310,ziguinchor,12.5833,-16.2719,84.4,37,8,13.96,SN,1712085033
311,saint-philippe,-21.3585,55.7679,76.59,83,100,16.58,RE,1712085034
312,masterton,-40.9597,175.6575,48.09,97,16,3.09,NZ,1712085035
313,joshimath,30.5667,79.5667,51.57,60,100,6.33,IN,1712085036
314,razole,16.4833,81.8333,78.55,94,0,4.05,IN,1712085036
315,codrington,-38.2667,141.9667,54.07,89,24,5.21,AU,1712085037
316,fauske,67.2588,15.3918,21.24,83,4,7.54,NO,1712085038
317,kamennomostskoye,43.7372,43.0514,54.41,62,18,4.21,RU,1712084788
318,road town,18.4167,-64.6167,82.44,65,20,12.66,VG,1712084915
319,puerto armuelles,8.2833,-82.8667,91.38,54,72,1.01,PA,1712085041
320,camiri,-20.05,-63.5167,86.58,51,47,6.04,BO,1712085042
321,contamana,-7.3333,-75.0167,91.24,55,31,3.24,PE,1712085043
322,ormara,25.2088,64.6357,76.35,82,6,13.89,PK,1712085044
323,rawai,7.7797,98.3253,89.98,65,40,9.4,TH,1712085047
324,gobernador virasora,-28.05,-56.0333,87.04,73,7,1.99,AR,1712085047
325,uttar char fasson,22.2332,90.7132,80.94,91,0,9.78,BD,1712085048
326,qamdo,31.1667,97.2333,30.51,65,81,5.97,CN,1712085049
327,pangody,65.85,74.4859,26.98,96,100,20.51,RU,1712085050
328,villa huidobro,-34.8383,-64.5869,78.94,31,7,20.42,AR,1712085051
329,namdrik,5.5994,168.1028,82.11,78,95,18.95,MH,1712085052
330,irymple,-34.25,142.1667,51.1,88,0,6.87,AU,1712085054
331,aksu,41.1231,80.2644,49.84,39,5,4.45,CN,1712085054
332,yanggu,36.1106,115.7753,50.54,50,100,15.21,CN,1712085055
333,saynshand,44.8824,110.1163,37.15,46,31,14.05,MN,1712085056
334,dongcun,36.7767,121.1597,53.19,93,100,10.27,CN,1712085057
335,georgetown,5.4112,100.3354,85.95,79,20,2.3,MY,1712084892
336,saguenay,48.4168,-71.0657,47.08,42,75,3.0,CA,1712085058
337,mar del plata,-38.0023,-57.5575,70.52,51,75,18.99,AR,1712084882
338,shimanovsk,52.0,127.7,24.08,88,47,4.92,RU,1712085060
339,neyriz,29.1988,54.3278,60.08,43,91,5.93,IR,1712085061
340,natal,-5.795,-35.2094,86.65,70,75,11.5,BR,1712085056
341,lae,-6.7221,146.9847,78.49,87,100,3.53,PG,1712085063
342,luena,-11.7833,19.9167,65.03,94,100,0.81,AO,1712085064
343,kiunga,-6.1219,141.2906,74.39,100,100,2.13,PG,1712085066
344,wenchang,30.904,118.4887,66.09,97,100,10.49,CN,1712085067
345,pyhajarvi,67.0701,27.2176,3.7,94,96,4.21,FI,1712085067
346,borogontsy,62.6683,131.1683,-5.51,100,100,3.15,RU,1712085068
347,bandarbeyla,9.4942,50.8122,81.84,72,64,10.6,SO,1712085069
348,chibougamau,49.9168,-74.3659,35.22,44,0,10.36,CA,1712084794
349,beau vallon,-20.4189,57.6953,78.22,82,100,19.3,MU,1712085070
350,tionk essil,12.7856,-16.5217,78.62,49,11,15.84,SN,1712085071
351,colonia general alfredo stroessner,-25.3667,-55.7,90.07,42,98,1.36,PY,1712085072
352,qui nhon,13.7667,109.2333,77.5,88,10,11.34,VN,1712085073
353,alvaraes,-3.2208,-64.8042,91.27,85,99,2.08,BR,1712084800
354,merritt,50.1123,-120.7942,62.33,41,97,4.0,CA,1712085075
355,tarfaya,27.9358,-12.9218,65.84,72,0,15.21,MA,1712085076
356,flin flon,54.7682,-101.865,37.36,88,95,6.35,CA,1712084885
357,hadibu,12.65,54.0333,81.07,73,76,8.61,YE,1712085078
358,beira,-19.8436,34.8389,77.67,85,6,6.96,MZ,1712085079
359,port-cartier,50.0334,-66.8654,38.75,99,100,8.97,CA,1712085080
360,copala,16.65,-98.9833,86.67,54,57,11.95,MX,1712085081
361,marinette,45.1,-87.6307,37.49,87,100,20.71,US,1712085082
362,jhalu,29.35,78.25,70.74,21,100,7.81,IN,1712085083
363,kouango,4.9934,19.9619,83.12,56,79,4.16,CF,1712085086
364,colon,9.3592,-79.9014,85.06,64,74,8.84,PA,1712085087
365,guayos,22.0489,-79.4608,93.7,29,28,12.53,CU,1712085088
366,viedma,-40.8135,-62.9967,68.77,32,100,28.3,AR,1712085088
367,manismata,-2.4667,111.0333,75.58,98,35,1.25,ID,1712085089
368,wellington,-41.2866,174.7756,57.06,91,100,11.5,NZ,1712085017
369,weno,7.4515,151.8468,82.49,79,100,18.72,FM,1712085091
370,rosarito,32.3333,-117.0333,74.53,61,0,8.25,MX,1712085004
371,chui,-33.6971,-53.4616,67.89,57,9,10.42,UY,1712085093
372,nako,31.8814,78.627,20.86,90,95,0.65,IN,1712085094
373,remire-montjoly,4.9167,-52.2667,87.84,70,75,13.8,GF,1712085061
374,smithers,54.7804,-127.1743,48.52,37,40,13.8,CA,1712084428
375,jiaojiang,28.6803,121.4428,63.63,98,63,5.1,CN,1712085096
376,murghob,38.1702,73.9667,20.23,55,100,5.35,TJ,1712085097
377,aurangabad,19.8833,75.3333,85.91,22,100,13.91,IN,1712085098
378,sur,22.5667,59.5289,80.62,46,72,2.28,OM,1712085098
379,villanueva,15.3167,-88.0,101.39,27,20,11.5,HN,1712085099
380,atlantic city,39.3643,-74.4229,47.17,94,100,14.97,US,1712084884
381,lompoc,34.6391,-120.4579,74.84,57,0,8.05,US,1712084930
382,funafuti,-8.5243,179.1942,80.6,89,40,0.0,TV,1712085102
383,nova vicosa,-17.8919,-39.3719,82.18,71,90,5.82,BR,1712084992
384,souillac,-20.5167,57.5167,77.34,85,100,18.32,MU,1712085104
385,ghadamis,30.1337,9.5007,80.64,19,100,18.07,LY,1712085104
386,hermanus,-34.4187,19.2345,56.8,76,34,7.23,ZA,1712085105
387,raja,8.4596,25.678,91.31,20,100,2.19,SS,1712085106
388,lianzhou,24.7811,112.3825,72.91,97,53,4.23,CN,1712085107
389,boguchany,58.3814,97.4531,24.85,95,99,3.0,RU,1712085108
390,koungheul,13.9833,-14.8,106.25,11,1,9.01,SN,1712085108
391,chokwe,-24.5333,32.9833,72.63,85,6,5.57,MZ,1712084896
392,salalah,17.0151,54.0924,80.69,69,0,2.3,OM,1712085110
393,mount pearl,47.5166,-52.7813,36.45,86,100,18.41,CA,1712085111
394,pechora,65.1472,57.2244,16.86,91,100,10.0,RU,1712085111
395,chimoio,-19.1164,33.4833,65.84,97,8,2.04,MZ,1712085043
396,sanya,18.2431,109.505,77.41,89,48,5.28,CN,1712085113
397,yuzhno-kurilsk,44.0306,145.8556,28.38,88,6,5.26,RU,1712085114
398,saint-pierre,-21.3393,55.4781,76.68,83,100,20.71,RE,1712085115
399,isla mujeres,21.2311,-86.731,86.16,74,93,19.35,MX,1712085115
400,burela de cabo,43.65,-7.4,58.17,84,71,13.6,ES,1712085116
401,al jubayl,27.0112,49.6583,72.72,64,3,4.14,SA,1712085117
402,northam,51.0333,-4.2167,56.66,95,100,15.57,GB,1712085118
403,mount isa,-20.7333,139.5,74.97,73,83,14.97,AU,1712085118
404,cambria,35.5641,-121.0808,73.42,63,0,4.92,US,1712084945
405,tofol,5.3248,163.0078,82.26,80,100,22.5,FM,1712085120
406,pandan,14.0453,124.1694,78.42,81,99,9.55,PH,1712085121
407,patterson,37.4716,-121.1297,71.74,56,0,6.4,US,1712085122
408,kodinar,20.7903,70.7031,77.43,64,100,10.76,IN,1712085123
409,belmonte,-15.8631,-38.8828,82.51,82,100,5.03,BR,1712085124
410,portland,45.5234,-122.6762,70.34,58,0,3.0,US,1712084923
411,soc trang,9.6033,105.98,79.56,73,18,5.28,VN,1712085126
412,nogliki,51.8333,143.1667,19.35,93,74,5.99,RU,1712085126
413,port hedland,-20.3167,118.5667,84.25,42,40,8.05,AU,1712085127
414,ad dawadimi,24.5077,44.3924,63.75,66,100,14.72,SA,1712085128
415,caleta de carquin,-11.0925,-77.6267,75.81,73,18,10.07,PE,1712085129
416,usogorsk,63.4106,48.6872,20.66,92,60,6.35,RU,1712085130
417,dhidhdhoo,6.8833,73.1,84.29,74,50,5.97,MV,1712085130
418,maragogi,-9.0122,-35.2225,85.15,69,41,9.53,BR,1712084917
419,kuytun,54.3419,101.5036,20.21,86,98,7.16,RU,1712085132
420,sao jose da coroa grande,-8.8978,-35.1478,85.35,69,50,9.4,BR,1712084893
421,ruteng,-8.6136,120.4721,63.9,91,100,1.99,ID,1712085134
422,egilsstadir,65.2653,-14.3948,26.51,63,75,5.75,IS,1712085135
423,cruzeiro do sul,-29.5128,-51.9853,74.52,82,100,6.13,BR,1712085135
424,whakatane,-37.9585,176.9854,61.52,99,100,1.01,NZ,1712085136
425,sassandra,4.95,-6.0833,82.58,85,6,8.61,CI,1712085137
426,yakeshi,49.2833,120.7333,21.2,96,99,7.4,CN,1712085139
427,eureka,40.8021,-124.1637,72.68,79,9,5.99,US,1712084955
428,port isabel,26.0734,-97.2086,85.03,34,0,21.85,US,1712085141
429,huilong,31.8111,121.655,62.19,100,100,7.99,CN,1712085142
430,balanga,14.7167,120.45,71.69,80,80,5.23,PH,1712085143
431,prieska,-29.6641,22.7474,76.19,32,0,7.07,ZA,1712085143
432,kuta,-8.7233,115.1723,84.15,88,40,2.3,ID,1712085144
433,cabedelo,-6.9811,-34.8339,88.47,73,22,11.05,BR,1712085146
434,quibala,-10.7337,14.98,66.24,96,100,1.48,AO,1712085147
435,coahuayana de hidalgo,18.7,-103.6583,89.04,48,67,8.59,MX,1712085147
436,tan-tan,28.438,-11.1032,64.29,65,0,16.02,MA,1712085148
437,bandrele,-12.9067,45.1914,82.15,89,20,5.75,YT,1712085149
438,kuqa,41.7278,82.9364,49.91,39,67,2.26,CN,1712085150
439,puerto baquerizo moreno,-0.9,-89.6,83.39,89,20,6.91,EC,1712085008
440,vorkuta,67.5,64.0,16.0,93,100,17.78,RU,1712085152
441,sittwe,20.15,92.9,79.93,86,15,2.44,MM,1712085153
442,acworth,34.0659,-84.6769,79.5,59,75,11.5,US,1712085153
443,yoichi,43.2039,140.7703,34.18,76,40,10.09,JP,1712085154
444,datong,40.0936,113.2914,45.57,73,100,7.61,CN,1712085155
445,lianshan,40.7643,120.8533,49.28,29,100,16.22,CN,1712085156
446,buala,-8.145,159.5921,79.66,89,100,10.09,SB,1712085156
447,iquique,-20.2208,-70.1431,71.46,68,7,3.31,CL,1712085157
448,taoudenni,22.6783,-3.9836,96.93,12,0,11.88,ML,1712085158
449,kourou,5.1552,-52.6478,87.85,71,39,9.33,GF,1712085160
450,meadow lakes,61.6247,-149.6011,24.19,75,100,3.44,US,1712085161
451,puerto deseado,-47.7503,-65.8938,49.73,73,100,9.46,AR,1712085161
452,piacabucu,-10.4056,-36.4344,86.09,67,33,8.7,BR,1712084919
453,fale old settlement,-9.3852,-171.2468,84.61,73,25,4.52,TK,1712085163
454,qarah zia' od din,38.8915,45.0255,49.06,40,1,2.33,IR,1712085165
455,labytnangi,66.6572,66.4183,25.07,96,92,6.87,RU,1712085165
456,brookings,44.3114,-96.7984,51.12,51,40,24.16,US,1712085060
457,campbell river,50.0163,-125.2446,52.59,96,100,4.23,CA,1712084985
458,pasuquin,18.3328,120.6177,76.95,94,20,3.44,PH,1712085168
459,cantonment,31.5239,74.3764,73.38,56,31,3.44,PK,1712085169
460,abepura,-2.6333,140.5833,76.01,100,40,2.3,ID,1712085170
461,alpena,45.0617,-83.4327,41.25,83,100,13.8,US,1712085170
462,jiayuguan,39.8167,98.3,47.21,38,100,12.59,CN,1712085171
463,tanout,14.9709,8.8879,91.58,8,71,10.38,NE,1712085172
464,arkhangel'sk,64.5401,40.5433,25.12,73,20,6.71,RU,1712085097
465,mahibadhoo,3.7833,72.9667,83.71,70,100,3.42,MV,1712085174
466,chifeng,42.2683,118.9636,40.93,26,100,5.06,CN,1712085175
467,chachapoyas,-6.2317,-77.869,57.18,96,100,1.21,PE,1712085175
468,afif,23.9065,42.9172,62.94,76,93,17.0,SA,1712085176
469,cabinda,-5.55,12.2,82.62,85,52,7.2,AO,1712085177
470,lerwick,60.1545,-1.1494,41.0,66,100,31.05,GB,1712085178
471,jungapeo de juarez,19.45,-100.4833,84.81,30,100,8.81,MX,1712085179
472,labasa,-16.4167,179.3833,79.32,91,79,7.23,FJ,1712085180
473,popondetta,-8.7537,148.2534,75.07,89,100,2.01,PG,1712085181
474,nagqu,31.5,92.0,33.62,22,100,6.02,CN,1712085181
475,laguna,38.421,-121.4238,72.97,51,0,10.36,US,1712085182
476,miracema do tocantins,-9.5618,-48.3967,91.54,50,100,2.77,BR,1712085184
477,pahrump,36.2083,-115.9839,67.51,30,0,8.01,US,1712085185
478,el bayadh,33.6832,1.0193,63.1,24,8,10.07,DZ,1712085186
479,ibusuki,31.2333,130.65,63.25,97,100,7.54,JP,1712085187
480,nyzhni sirohozy,46.8484,34.3804,57.51,60,100,13.51,UA,1712085189
481,maxixe,-23.8597,35.3472,75.02,94,20,3.44,MZ,1712085190
482,wakkanai,45.4094,141.6739,38.21,82,45,16.69,JP,1712085191
483,champerico,14.3,-91.9167,99.14,61,9,12.53,GT,1712085191
484,velikovechnoye,44.934,39.755,67.32,52,86,4.61,RU,1712085192
485,ochakiv,46.6128,31.5498,55.72,58,100,14.07,UA,1712085193
486,ghat,24.9647,10.1728,85.35,9,0,13.33,LY,1712085194
487,khedbrahma,24.0333,73.05,80.74,26,100,4.47,IN,1712085195
488,carloforte,39.145,8.3058,58.23,82,19,0.81,IT,1712085196
489,isyangulovo,52.1909,52.1909,44.67,82,9,9.13,RU,1712085197
490,canutama,-6.5339,-64.3831,91.99,54,97,1.81,BR,1712085198
491,guayaramerin,-10.8368,-65.3614,92.21,49,94,2.3,BO,1712085199
492,midvagur,62.0511,-7.1939,38.23,52,100,12.66,FO,1712085200
493,pontes e lacerda,-15.2261,-59.3353,90.84,53,82,6.4,BR,1712085085
494,lospalos,-8.5186,127.0025,72.72,91,100,1.61,TL,1712085202
495,mount gambier,-37.8333,140.7667,54.55,90,86,3.27,AU,1712085203
496,kabompo,-13.5927,24.2008,67.14,94,100,3.62,ZM,1712085204
497,brandenburg an der havel,52.4167,12.55,54.91,79,83,14.83,DE,1712085204
498,samarinda,-0.5,117.15,73.54,95,28,1.97,ID,1712085205
499,tommot,58.9564,126.2925,13.91,98,100,3.47,RU,1712085208
500,amuntai,-2.4177,115.2494,75.56,97,100,1.79,ID,1712085209
501,smederevo,44.6628,20.93,50.07,79,100,14.83,RS,1712085210
502,banda aceh,5.5577,95.3222,81.88,80,17,4.25,ID,1712085211
503,saa,4.3667,11.45,77.16,76,100,4.74,CM,1712085080
504,kempston hardwick,52.0896,-0.4991,50.5,54,100,1.99,GB,1712085213
505,aioun,16.6614,-9.6149,101.66,11,0,8.55,MR,1712085213
506,vallenar,-28.5708,-70.7581,70.59,40,0,10.94,CL,1712085214
507,wotho,10.1657,166.0102,80.51,78,100,18.19,MH,1712085215
508,porto novo,6.4965,2.6036,87.62,80,78,10.76,BJ,1712085216
509,socorro,31.6546,-106.3033,60.37,38,75,4.61,US,1712085216
510,nouadhibou,20.931,-17.0347,69.78,68,0,20.71,MR,1712085217
511,zakynthos,37.7914,20.8953,63.64,80,86,9.28,GR,1712085099
512,fandrandava,-21.5208,47.2453,62.11,99,100,6.31,MG,1712085219
513,oranjemund,-28.55,16.4333,61.34,83,21,14.58,NA,1712085219
514,lorengau,-2.0226,147.2712,81.07,83,63,5.88,PG,1712085220
515,trairi,-3.2778,-39.2689,83.23,80,92,4.5,BR,1712084991
516,el granada,37.5027,-122.4694,75.58,71,0,6.91,US,1712085222
517,bowen,-20.0167,148.2333,72.57,92,11,7.61,AU,1712085022
518,polyarnyy,69.1989,33.4478,4.89,93,14,9.51,RU,1712085223
519,mercedes,-34.6515,-59.4307,72.64,39,100,12.44,AR,1712084942
520,santa maria,-29.6842,-53.8069,72.84,72,95,6.17,BR,1712084960
521,sainte-rose,16.3324,-61.6979,82.18,88,100,5.75,GP,1712084954
522,saldanha,-33.0117,17.9442,61.03,81,100,17.54,ZA,1712085230
523,livingston,55.9029,-3.5226,46.47,99,100,9.22,GB,1712085198
524,basco,20.4487,121.9702,79.97,84,96,24.16,PH,1712085231
525,kimbe,-5.5502,150.1429,77.65,93,100,1.66,PG,1712085232
526,leh,34.1667,77.5833,19.42,73,100,1.14,IN,1712085233
527,roses,42.262,3.1769,60.01,64,100,14.0,ES,1712085233
528,qarazhal,48.0078,70.7903,42.31,82,86,6.44,KZ,1712085234
529,filadelfia,39.9523,-75.1638,47.28,96,100,12.66,US,1712085180
530,grand-bassam,5.2118,-3.7388,85.96,83,100,8.57,CI,1712085235
531,xai-xai,-25.0519,33.6442,73.13,90,4,6.38,MZ,1712085236
532,antonio enes,-16.2325,39.9086,78.73,83,6,4.36,MZ,1712085237
533,igarka,67.4667,86.5833,17.94,96,100,9.69,RU,1712085238
534,villarrobledo,39.2699,-2.6012,55.78,57,100,10.6,ES,1712085239
535,leua,48.2156,18.6071,53.49,70,21,10.67,SK,1712085239
536,saint-joseph,-21.3667,55.6167,75.58,83,100,17.27,RE,1712085240
537,santiago de cao,-7.9589,-79.2392,73.53,78,19,11.5,PE,1712085241
538,flying fish cove,-10.4217,105.6791,80.28,94,100,8.05,CX,1712085242
539,cheboksary,56.1322,47.2519,48.79,81,0,6.71,RU,1712085242
540,aykhal,66.0,111.5,13.95,89,100,20.09,RU,1712085243
541,buka,40.8108,69.1986,53.55,67,100,4.05,UZ,1712085245
542,magdagachi,53.45,125.8,22.57,88,98,5.39,RU,1712085246
543,bushehr,28.9684,50.8385,68.09,73,0,4.61,IR,1712085247
544,kinablangan,7.6947,126.5503,78.08,80,12,1.45,PH,1712085247
545,jiagedaqi,50.4167,124.1167,20.23,97,33,3.6,CN,1712085248
546,kandahar,31.0,65.75,60.67,24,16,11.39,AF,1712085250
547,catamayo,-3.9833,-79.35,72.72,77,75,8.99,EC,1712085251
548,riyadh,24.6877,46.7219,75.34,31,100,5.17,SA,1712084488
549,ebon,4.582,168.6964,81.95,81,100,14.81,MH,1712085252
550,jeremoabo,-10.075,-38.4808,89.15,49,100,5.17,BR,1712085224
551,luderitz,-26.6481,15.1594,64.78,72,0,7.16,NA,1712085254
552,dunedin,-45.8742,170.5036,49.8,96,98,7.0,NZ,1712085239
553,nanning,22.8167,108.3167,78.78,74,0,10.76,CN,1712085255
554,hirara,24.8,125.2833,77.27,94,75,18.41,JP,1712085256
555,fort st. john,56.2499,-120.8529,53.24,50,100,17.47,CA,1712085026
556,talwandi bhai,30.85,74.9333,70.72,29,24,2.33,IN,1712085258
557,acapulco de juarez,16.8634,-99.8901,82.22,74,0,12.66,MX,1712085238
558,george town,5.4112,100.3354,85.95,79,20,2.3,MY,1712085003
559,haiku-pauwela,20.9219,-156.3051,77.22,76,40,19.57,US,1712085260
560,bichena,10.45,38.2,61.03,42,89,6.15,ET,1712085261
561,mili,6.0815,171.735,82.13,79,100,17.22,MH,1712085262
562,malvan,16.0667,73.4667,79.02,77,13,12.44,IN,1712085263
563,sinjai,-5.1241,120.253,75.81,91,100,3.94,ID,1712085264
564,la'ie,21.6477,-157.9253,80.56,73,42,11.99,US,1712085171
565,lampang,18.3333,99.5,82.27,54,5,1.48,TH,1712085266
566,turpan,42.9333,89.1667,55.36,42,3,2.1,CN,1712085266
567,ramiriqui,5.4002,-73.3354,64.29,79,97,4.47,CO,1712085267
568,san mariano,7.5,126.0,69.69,95,11,2.44,PH,1712085268
569,sukumo,32.9333,132.7333,60.01,95,100,6.93,JP,1712085269
570,corner brook,48.9667,-57.9484,39.36,79,100,11.1,CA,1712085270
571,khandyga,62.6667,135.6,-0.26,99,100,2.28,RU,1712085271
572,port macquarie,-31.4333,152.9167,62.89,78,7,11.25,AU,1712085030
573,al muwayh,22.4333,41.7583,69.01,60,44,14.85,SA,1712085273
574,ivdel',60.6911,60.4206,45.19,97,100,5.99,RU,1712085274
575,sharypovo,55.5403,89.2008,38.25,83,100,7.0,RU,1712085275
576,zagon,45.7667,26.1167,47.19,81,99,12.48,RO,1712085275
577,kulhudhuffushi,6.6221,73.07,84.16,74,97,6.76,MV,1712085278
578,hobyo,5.3505,48.5268,83.75,75,10,14.32,SO,1712085279
579,tanjung pandan,-2.75,107.65,78.37,90,82,3.0,ID,1712085280
580,santana,-0.0583,-51.1817,91.58,66,75,11.5,BR,1712085280
